"Name","ID","Runtime","Sweep","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"svhn_vs_tiny-imagenet_test_allanites","ut279r36","56","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_tiny-imagenet_train_immigrating","290i111o","226","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_cifar10_test_overloftily","p4rkd72j","59","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_cifar10_train_perfumatory","nbsjyvjc","101","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_svhn_test_litanywise","sthp4lfq","78","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_svhn_train_unthreads","1h05qwsl","134","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_celeba-small_test_nonbilious","tnmha3z8","44","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_celeba-small_train_nonappendant","agul6suz","49","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_dgm-generated_test_paveed","ropdw7up","42","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"svhn_vs_dgm-generated_train_homotopic","9ruynzye","50","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","svhn","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_svhn_loricae_8552bnt7_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_cifar100_test_brasiers","8o7gd0dd","56","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_cifar100_train_sarcotic","ghevn9eg","100","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_tiny-imagenet_test_aesthiology","es1cdomp","54","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_tiny-imagenet_train_spulyiement","hfrrfovk","229","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_cifar10_test_serves","gesc5esd","56","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_cifar10_train_illustrissimo","96iibw73","101","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_svhn_test_resubmerge","vi4r6mtx","76","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_svhn_train_dreamt","cpqn8l6v","134","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_celeba-small_test_rebelliously","k8a2zd9d","40","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_celeba-small_train_whickered","k5o38ujl","48","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_dgm-generated_test_flawed","06a13z6k","46","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"cifar10_vs_dgm-generated_train_analog","89su5vwn","48","98yd8jqm","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","cifar10","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/AffineCouplingTransform_cifar10_loller_neht0raf_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_cifar100_test_bumblings","4anvpk55","63","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_cifar100_train_collution","37qpqyxh","163","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_tiny-imagenet_test_crenelled","z5xl2u2z","63","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_tiny-imagenet_train_pyrophobia","id7rhwnb","368","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_cifar10_test_reclean","2hspt13p","61","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_cifar10_train_besmuts","22so563p","158","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_svhn_test_tailorhood","dpod89l3","103","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_svhn_train_nonarbitrable","7ku2d8ub","212","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_celeba-small_test_underwave","w8dm20z4","39","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_celeba-small_train_suasions","hjny2ol8","51","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_dgm-generated_test_simlin","qf1j96jr","37","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"celeba-small_vs_dgm-generated_train_unperversely","1hqtmqtl","46","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_cifar100_test_frisson","30hj02ep","64","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_cifar100_train_spermania","12uisxln","160","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","cifar100","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_tiny-imagenet_test_atresias","0kqcjovt","62","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_tiny-imagenet_train_humaner","elkar9fd","359","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","tiny-imagenet","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_cifar10_test_ableptical","xd6zfmv4","59","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_cifar10_train_nobodyd","bl8i7r2q","158","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","cifar10","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_svhn_test_shogs","ijj1l3df","104","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_svhn_train_crooks","7rtwbgfb","219","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","svhn","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_celeba-small_test_shellum","bixf9ms4","41","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"tiny-imagenet_vs_celeba-small_train_bauble","48vhya5r","55","98yd8jqm","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","32","32","32","train","celeba-small","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
