"Name","ID","Runtime","Sweep","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"tiny-imagenet_vs_celeba-small_test_mazapilite","zsgyxv5l","787","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_bravos","o9kmnn1l","1467","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_mauritanian","u69jdg8f","787","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_cotsetland","4y25g607","1470","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_unornateness","6qzmwunb","776","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_percales","ierwxn9c","1437","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_hallicet","egclt60b","774","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_countercharm","mvwi1i07","1459","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","5","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_onomastic","zndgpj6q","792","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_oxidised","mzers0rk","766","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_coruscations","f7d94460","1446","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_potsies","yxotjkv7","798","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_unhospitalized","9dfmrxqt","1449","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_hypochchilia","y7f3f1t2","808","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_eternisation","camq63mr","799","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_underbottom","8pesgceu","1458","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.33","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_plump","md1s95an","791","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_pseudoclassicality","sb8dzqsk","1435","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_agastache","djbtcc9t","783","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_diurna","fg1kmv0k","1417","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_genetmoil","nt9hrlzz","1378","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_schemer","mrjxdwu6","764","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_coelacanth","6oygpsya","1396","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.07","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_edibleness","hoe93h77","785","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_train_depreciatoriness","yy32gxdb","1453","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_wattape","35f4wol7","721","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_medusal","sbwux0d5","1349","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_apa","g3nrde67","757","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_train_pieman","b1rg67op","1371","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_facular","jqkdb0hj","793","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_train_cavetti","551ev4nu","1432","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_opsiometer","uxfbvxgh","782","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_train_misbilled","shomawgi","1454","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.05","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_test_wigwagger","y246ezd1","769","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"celeba-small_vs_celeba-small_train_immarcescible","svpjbs9r","1434","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_celeba-small_loculose_8fvoxku1_final/run_config.json","celeba-small","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_test_aeronat","n67wjmwr","772","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"tiny-imagenet_vs_celeba-small_train_subentitled","oy42wq0n","1413","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_tiny-imagenet_directors_zk9ezaia_final/run_config.json","tiny-imagenet","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
"cifar100_vs_celeba-small_test_carboxylating","prezkvze","756","d3t85idn","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar100_unindigenous_42n5ww2b_final/run_config.json","cifar100","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","true","15","","","","0.01","","","","","","","","","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","10","","","","","","2","","","128","","100"
